Temperature (C),Heat Capacity (J/g-C),Enthalpy (J/g)
27.53,1.611,30.24905
27.53,1.611,30.24905
27.54,1.612,30.26517
27.55,1.612,30.28129
27.56,1.613,30.29742
27.57,1.613,30.31355
27.58,1.613,30.32968
27.58,1.614,30.32968
27.59,1.614,30.34582
27.6,1.614,30.36196
27.61,1.614,30.3781
27.62,1.614,30.39424
27.63,1.614,30.41038
27.63,1.614,30.41038
27.64,1.614,30.42652
27.65,1.615,30.44267
27.66,1.615,30.45882
27.67,1.615,30.47497
27.68,1.615,30.49112
27.68,1.615,30.49112
27.69,1.615,30.50727
27.7,1.615,30.52342
27.71,1.616,30.53958
27.72,1.616,30.55574
27.73,1.616,30.5719
27.74,1.616,30.58806
27.74,1.616,30.58806
27.75,1.616,30.60422
27.76,1.616,30.62038
27.77,1.616,30.63654
27.78,1.617,30.65271
27.78,1.617,30.65271
27.79,1.617,30.66888
27.8,1.617,30.68505
27.81,1.618,30.70123
27.82,1.618,30.71741
27.83,1.618,30.73359
27.83,1.619,30.73359
27.84,1.619,30.74978
27.85,1.62,30.76598
27.86,1.62,30.78218
27.87,1.62,30.79838
27.88,1.62,30.81458
27.88,1.62,30.81458
27.89,1.62,30.83078
27.9,1.62,30.84698
27.91,1.62,30.86318
27.92,1.62,30.87938
27.93,1.621,30.89559
27.93,1.621,30.89559
27.94,1.621,30.9118
27.95,1.621,30.92801
27.96,1.622,30.94423
27.97,1.622,30.96045
27.98,1.622,30.97667
27.98,1.623,30.97667
27.99,1.623,30.9929
28,1.623,31.00913
28.01,1.623,31.02536
28.02,1.623,31.04159
28.03,1.623,31.05782
28.03,1.623,31.05782
28.04,1.623,31.07405
28.05,1.624,31.09029
28.06,1.624,31.10653
28.07,1.625,31.12278
28.08,1.625,31.13903
28.08,1.625,31.13903
28.09,1.625,31.15528
28.1,1.626,31.17154
28.11,1.626,31.1878
28.12,1.626,31.20406
28.12,1.626,31.20406
28.13,1.626,31.22032
28.14,1.626,31.23658
28.15,1.627,31.25285
28.16,1.627,31.26912
28.17,1.627,31.28539
28.18,1.628,31.30167
28.18,1.628,31.30167
28.19,1.629,31.31796
28.2,1.629,31.33425
28.21,1.629,31.35054
28.22,1.63,31.36684
28.23,1.63,31.38314
28.23,1.63,31.38314
28.24,1.63,31.39944
28.25,1.63,31.41574
28.26,1.63,31.43204
28.27,1.63,31.44834
28.28,1.63,31.46464
28.28,1.63,31.46464
28.29,1.63,31.48094
28.3,1.63,31.49724
28.31,1.631,31.51355
28.32,1.631,31.52986
28.33,1.631,31.54617
28.33,1.632,31.54617
28.34,1.632,31.56249
28.35,1.632,31.57881
28.36,1.633,31.59514
28.37,1.633,31.61147
28.38,1.633,31.6278
28.38,1.633,31.6278
28.39,1.633,31.64413
28.4,1.634,31.66047
28.41,1.634,31.67681
28.42,1.634,31.69315
28.43,1.634,31.70949
28.43,1.634,31.70949
28.44,1.635,31.72584
28.45,1.635,31.74219
28.46,1.635,31.75854
28.47,1.636,31.7749
28.47,1.636,31.7749
28.48,1.636,31.79126
28.49,1.636,31.80762
28.5,1.636,31.82398
28.51,1.636,31.84034
28.52,1.636,31.8567
28.53,1.637,31.87307
28.53,1.637,31.87307
28.54,1.638,31.88945
28.55,1.639,31.90584
28.56,1.64,31.92224
28.57,1.641,31.93865
28.57,1.641,31.93865
28.58,1.642,31.95507
28.59,1.642,31.97149
28.6,1.643,31.98792
28.61,1.643,32.00435
28.62,1.643,32.02078
28.63,1.643,32.03721
28.63,1.644,32.03721
28.64,1.644,32.05365
28.65,1.644,32.07009
28.66,1.644,32.08653
28.67,1.645,32.10298
28.68,1.645,32.11943
28.68,1.645,32.11943
28.69,1.646,32.13589
28.7,1.646,32.15235
28.71,1.647,32.16882
28.72,1.648,32.1853
28.72,1.648,32.1853
28.73,1.648,32.20178
28.74,1.648,32.21826
28.75,1.648,32.23474
28.76,1.648,32.25122
28.77,1.648,32.2677
28.78,1.649,32.28419
28.78,1.649,32.28419
28.79,1.649,32.30068
28.8,1.649,32.31717
28.81,1.65,32.33367
28.82,1.651,32.35018
28.83,1.651,32.36669
28.83,1.652,32.36669
28.84,1.652,32.38321
28.85,1.652,32.39973
28.86,1.653,32.41626
28.87,1.653,32.43279
28.87,1.653,32.43279
28.88,1.653,32.44932
28.89,1.653,32.46585
28.9,1.653,32.48238
28.91,1.654,32.49892
28.92,1.654,32.51546
28.93,1.654,32.532
28.93,1.655,32.532
28.94,1.655,32.54855
28.95,1.655,32.5651
28.96,1.656,32.58166
28.97,1.656,32.59822
28.97,1.656,32.59822
28.98,1.657,32.61479
28.99,1.657,32.63136
29,1.658,32.64794
29.01,1.658,32.66452
29.02,1.659,32.68111
29.02,1.659,32.68111
29.03,1.66,32.69771
29.04,1.66,32.71431
29.05,1.66,32.73091
29.06,1.661,32.74752
29.07,1.661,32.76413
29.07,1.661,32.76413
29.08,1.661,32.78074
29.09,1.661,32.79735
29.1,1.662,32.81397
29.11,1.662,32.83059
29.12,1.662,32.84721
29.12,1.663,32.84721
29.13,1.663,32.86384
29.14,1.663,32.88047
29.15,1.664,32.89711
29.16,1.664,32.91375
29.17,1.665,32.9304
29.18,1.665,32.94705
29.18,1.666,32.94705
29.19,1.666,32.96371
29.2,1.666,32.98037
29.21,1.666,32.99703
29.22,1.666,33.01369
29.22,1.667,33.01369
29.23,1.667,33.03036
29.24,1.667,33.04703
29.25,1.667,33.0637
29.26,1.668,33.08038
29.27,1.668,33.09706
29.27,1.669,33.09706
29.28,1.669,33.11375
29.29,1.67,33.13045
29.3,1.671,33.14716
29.31,1.672,33.16388
29.32,1.672,33.1806
29.32,1.673,33.1806
29.33,1.673,33.19733
29.34,1.673,33.21406
29.35,1.673,33.23079
29.36,1.673,33.24752
29.37,1.673,33.26425
29.37,1.674,33.26425
29.38,1.674,33.28099
29.39,1.675,33.29774
29.4,1.676,33.3145
29.41,1.676,33.33126
29.42,1.677,33.34803
29.42,1.677,33.34803
29.43,1.677,33.3648
29.44,1.677,33.38157
29.45,1.678,33.39835
29.46,1.678,33.41513
29.47,1.678,33.43191
29.47,1.678,33.43191
29.48,1.679,33.4487
29.49,1.679,33.46549
29.5,1.68,33.48229
29.51,1.681,33.4991
29.51,1.681,33.4991
29.52,1.681,33.51591
29.53,1.682,33.53273
29.54,1.682,33.54955
29.55,1.682,33.56637
29.56,1.682,33.58319
29.57,1.683,33.60002
29.57,1.683,33.60002
29.58,1.683,33.61685
29.59,1.683,33.63368
29.6,1.683,33.65051
29.61,1.683,33.66734
29.62,1.683,33.68417
29.62,1.683,33.68417
29.63,1.684,33.70101
29.64,1.684,33.71785
29.65,1.684,33.73469
29.66,1.685,33.75154
29.66,1.685,33.75154
29.67,1.686,33.7684
29.68,1.686,33.78526
29.69,1.686,33.80212
29.7,1.686,33.81898
29.71,1.687,33.83585
29.71,1.687,33.83585
29.72,1.687,33.85272
29.73,1.687,33.86959
29.74,1.687,33.88646
29.75,1.688,33.90334
29.76,1.688,33.92022
29.76,1.688,33.92022
29.77,1.689,33.93711
29.78,1.689,33.954
29.79,1.689,33.97089
29.8,1.69,33.98779
29.8,1.69,33.98779
29.81,1.69,34.00469
29.82,1.69,34.02159
29.83,1.691,34.0385
29.84,1.692,34.05542
29.85,1.694,34.07236
29.86,1.695,34.08931
29.86,1.696,34.08931
29.87,1.696,34.10627
29.88,1.697,34.12324
29.89,1.697,34.14021
29.9,1.698,34.15719
29.91,1.698,34.17417
29.91,1.698,34.17417
29.92,1.699,34.19116
29.93,1.699,34.20815
29.94,1.699,34.22514
29.95,1.699,34.24213
29.96,1.699,34.25912
29.96,1.7,34.25912
29.97,1.7,34.27612
29.98,1.7,34.29312
29.99,1.701,34.31013
30,1.701,34.32714
30.01,1.701,34.34415
30.01,1.702,34.34415
30.02,1.702,34.36117
30.03,1.702,34.37819
30.04,1.702,34.39521
30.05,1.702,34.41223
30.06,1.703,34.42926
30.06,1.703,34.42926
30.07,1.703,34.44629
30.08,1.703,34.46332
30.09,1.704,34.48036
30.1,1.705,34.49741
30.11,1.705,34.51446
30.11,1.706,34.51446
30.12,1.706,34.53152
30.13,1.707,34.54859
30.14,1.708,34.56567
30.15,1.709,34.58276
30.16,1.709,34.59985
30.16,1.71,34.59985
30.17,1.71,34.61695
30.18,1.71,34.63405
30.19,1.71,34.65115
30.2,1.711,34.66826
30.21,1.711,34.68537
30.21,1.711,34.68537
30.22,1.712,34.70249
30.23,1.712,34.71961
30.24,1.712,34.73673
30.25,1.713,34.75386
30.26,1.713,34.77099
30.26,1.714,34.77099
30.27,1.715,34.78814
30.28,1.715,34.80529
30.29,1.716,34.82245
30.3,1.717,34.83962
30.31,1.718,34.8568
30.31,1.719,34.8568
30.32,1.719,34.87399
30.33,1.72,34.89119
30.34,1.72,34.90839
30.35,1.72,34.92559
30.35,1.721,34.92559
30.36,1.721,34.9428
30.37,1.722,34.96002
30.38,1.722,34.97724
30.39,1.723,34.99447
30.4,1.724,35.01171
30.41,1.724,35.02895
30.41,1.724,35.02895
30.42,1.725,35.0462
30.43,1.725,35.06345
30.44,1.725,35.0807
30.45,1.726,35.09796
30.46,1.726,35.11522
30.46,1.726,35.11522
30.47,1.727,35.13249
30.48,1.728,35.14977
30.49,1.729,35.16706
30.5,1.73,35.18436
30.5,1.731,35.18436
30.51,1.731,35.20167
30.52,1.731,35.21898
30.53,1.732,35.2363
30.54,1.732,35.25362
30.55,1.732,35.27094
30.55,1.732,35.27094
30.56,1.733,35.28827
30.57,1.733,35.3056
30.58,1.733,35.32293
30.59,1.734,35.34027
30.6,1.734,35.35761
30.6,1.735,35.35761
30.61,1.735,35.37496
30.62,1.736,35.39232
30.63,1.736,35.40968
30.64,1.737,35.42705
30.65,1.737,35.44442
30.65,1.738,35.44442
30.66,1.738,35.4618
30.67,1.738,35.47918
30.68,1.739,35.49657
30.69,1.739,35.51396
30.7,1.739,35.53135
30.7,1.74,35.53135
30.71,1.741,35.54876
30.72,1.741,35.56617
30.73,1.741,35.58358
30.74,1.741,35.60099
30.75,1.742,35.61841
30.75,1.742,35.61841
30.76,1.743,35.63584
30.77,1.743,35.65327
30.78,1.744,35.67071
30.79,1.744,35.68815
30.8,1.744,35.70559
30.8,1.745,35.70559
30.81,1.746,35.72305
30.82,1.746,35.74051
30.83,1.747,35.75798
30.84,1.747,35.77545
30.84,1.748,35.77545
30.85,1.748,35.79293
30.86,1.748,35.81041
30.87,1.749,35.8279
30.88,1.749,35.84539
30.89,1.749,35.86288
30.89,1.749,35.86288
30.9,1.749,35.88037
30.91,1.749,35.89786
30.92,1.749,35.91535
30.93,1.75,35.93285
30.94,1.75,35.95035
30.95,1.751,35.96786
30.95,1.752,35.96786
30.96,1.753,35.98539
30.97,1.754,36.00293
30.98,1.756,36.02049
30.99,1.757,36.03806
31,1.757,36.05563
31,1.757,36.05563
31.01,1.757,36.0732
31.02,1.758,36.09078
31.03,1.758,36.10836
31.04,1.759,36.12595
31.05,1.759,36.14354
31.05,1.76,36.14354
31.06,1.761,36.16115
31.07,1.761,36.17876
31.08,1.761,36.19637
31.09,1.762,36.21399
31.1,1.762,36.23161
31.1,1.762,36.23161
31.11,1.763,36.24924
31.12,1.763,36.26687
31.13,1.765,36.28452
31.14,1.766,36.30218
31.14,1.767,36.30218
31.15,1.769,36.31987
31.16,1.769,36.33756
31.17,1.77,36.35526
31.18,1.77,36.37296
31.19,1.771,36.39067
31.19,1.771,36.39067
31.2,1.771,36.40838
31.21,1.772,36.4261
31.22,1.772,36.44382
31.23,1.772,36.46154
31.24,1.772,36.47926
31.24,1.772,36.47926
31.25,1.773,36.49699
31.26,1.773,36.51472
31.27,1.774,36.53246
31.28,1.774,36.5502
31.28,1.775,36.5502
31.29,1.775,36.56795
31.3,1.776,36.58571
31.31,1.776,36.60347
31.32,1.776,36.62123
31.33,1.777,36.639
31.34,1.777,36.65677
31.34,1.777,36.65677
31.35,1.777,36.67454
31.36,1.778,36.69232
31.37,1.778,36.7101
31.38,1.779,36.72789
31.38,1.779,36.72789
31.39,1.779,36.74568
31.4,1.78,36.76348
31.41,1.78,36.78128
31.42,1.781,36.79909
31.43,1.782,36.81691
31.44,1.782,36.83473
31.44,1.783,36.83473
31.45,1.783,36.85256
31.46,1.784,36.8704
31.47,1.784,36.88824
31.48,1.784,36.90608
31.49,1.784,36.92392
31.49,1.785,36.92392
31.5,1.785,36.94177
31.51,1.785,36.95962
31.52,1.786,36.97748
31.53,1.786,36.99534
31.53,1.787,36.99534
31.54,1.788,37.01322
31.55,1.79,37.03112
31.56,1.791,37.04903
31.57,1.791,37.06694
31.58,1.792,37.08486
31.58,1.793,37.08486
31.59,1.793,37.10279
31.6,1.794,37.12073
31.61,1.794,37.13867
31.62,1.794,37.15661
31.63,1.794,37.17455
31.63,1.795,37.17455
31.64,1.796,37.19251
31.65,1.797,37.21048
31.66,1.797,37.22845
31.67,1.797,37.24642
31.68,1.797,37.26439
31.68,1.797,37.26439
31.69,1.798,37.28237
31.7,1.798,37.30035
31.71,1.798,37.31833
31.72,1.799,37.33632
31.73,1.8,37.35432
31.74,1.801,37.37233
31.74,1.802,37.37233
31.75,1.804,37.39037
31.76,1.806,37.40843
31.77,1.807,37.4265
31.78,1.808,37.44458
31.78,1.808,37.44458
31.79,1.809,37.46267
31.8,1.809,37.48076
31.81,1.81,37.49886
31.82,1.811,37.51697
31.83,1.812,37.53509
31.83,1.812,37.53509
31.84,1.813,37.55322
31.85,1.814,37.57136
31.86,1.814,37.5895
31.87,1.815,37.60765
31.88,1.816,37.62581
31.88,1.817,37.62581
31.89,1.817,37.64398
31.9,1.818,37.66216
31.91,1.818,37.68034
31.92,1.819,37.69853
31.93,1.819,37.71672
31.93,1.82,37.71672
31.94,1.82,37.73492
31.95,1.82,37.75312
31.96,1.821,37.77133
31.97,1.821,37.78954
31.98,1.822,37.80776
31.98,1.822,37.80776
31.99,1.823,37.82599
32,1.825,37.84424
32.01,1.826,37.8625
32.02,1.828,37.88078
32.02,1.83,37.88078
32.03,1.831,37.89909
32.04,1.832,37.91741
32.05,1.833,37.93574
32.06,1.833,37.95407
32.07,1.833,37.9724
32.07,1.834,37.9724
32.08,1.834,37.99074
32.09,1.835,38.00909
32.1,1.835,38.02744
32.11,1.835,38.04579
32.12,1.836,38.06415
32.12,1.837,38.06415
32.13,1.837,38.08252
32.14,1.838,38.1009
32.15,1.838,38.11928
32.16,1.839,38.13767
32.17,1.839,38.15606
32.17,1.839,38.15606
32.18,1.839,38.17445
32.19,1.839,38.19284
32.2,1.84,38.21124
32.21,1.84,38.22964
32.22,1.841,38.24805
32.22,1.841,38.24805
32.23,1.841,38.26646
32.24,1.842,38.28488
32.25,1.843,38.30331
32.26,1.843,38.32174
32.27,1.844,38.34018
32.28,1.845,38.35863
32.28,1.846,38.35863
32.29,1.847,38.3771
32.3,1.848,38.39558
32.31,1.85,38.41408
32.32,1.85,38.43258
32.32,1.851,38.43258
32.33,1.851,38.45109
32.34,1.852,38.46961
32.35,1.852,38.48813
32.36,1.852,38.50665
32.37,1.853,38.52518
32.37,1.853,38.52518
32.38,1.853,38.54371
32.39,1.854,38.56225
32.4,1.854,38.58079
32.41,1.855,38.59934
32.42,1.856,38.6179
32.42,1.856,38.6179
32.43,1.857,38.63647
32.44,1.858,38.65505
32.45,1.86,38.67365
32.46,1.861,38.69226
32.47,1.862,38.71088
32.47,1.862,38.71088
32.48,1.862,38.7295
32.49,1.863,38.74813
32.5,1.863,38.76676
32.51,1.864,38.7854
32.52,1.864,38.80404
32.52,1.865,38.80404
32.53,1.866,38.8227
32.54,1.868,38.84138
32.55,1.87,38.86008
32.56,1.871,38.87879
32.57,1.872,38.89751
32.57,1.873,38.89751
32.58,1.873,38.91624
32.59,1.874,38.93498
32.6,1.874,38.95372
32.61,1.875,38.97247
32.62,1.876,38.99123
32.62,1.876,38.99123
32.63,1.878,39.01001
32.64,1.878,39.02879
32.65,1.879,39.04758
32.66,1.879,39.06637
32.66,1.88,39.06637
32.67,1.88,39.08517
32.68,1.881,39.10398
32.69,1.881,39.12279
32.7,1.882,39.14161
32.71,1.883,39.16044
32.71,1.885,39.16044
32.72,1.886,39.1793
32.73,1.887,39.19817
32.74,1.888,39.21705
32.75,1.888,39.23593
32.76,1.889,39.25482
32.77,1.89,39.27372
32.77,1.89,39.27372
32.78,1.891,39.29263
32.79,1.894,39.31157
32.8,1.896,39.33053
32.81,1.899,39.34952
32.81,1.901,39.34952
32.82,1.902,39.36854
32.83,1.903,39.38757
32.84,1.903,39.4066
32.85,1.903,39.42563
32.86,1.904,39.44467
32.86,1.905,39.44467
32.87,1.905,39.46372
32.88,1.905,39.48277
32.89,1.905,39.50182
32.9,1.906,39.52088
32.91,1.906,39.53994
32.91,1.907,39.53994
32.92,1.908,39.55902
32.93,1.909,39.57811
32.94,1.909,39.5972
32.95,1.91,39.6163
32.96,1.911,39.63541
32.96,1.912,39.63541
32.97,1.912,39.65453
32.98,1.913,39.67366
32.99,1.914,39.6928
33,1.915,39.71195
33.01,1.916,39.73111
33.01,1.918,39.73111
33.02,1.919,39.7503
33.03,1.92,39.7695
33.04,1.922,39.78872
33.05,1.924,39.80796
33.05,1.925,39.80796
33.06,1.926,39.82722
33.07,1.928,39.8465
33.08,1.929,39.86579
33.09,1.929,39.88508
33.1,1.93,39.90438
33.1,1.93,39.90438
33.11,1.93,39.92368
33.12,1.93,39.94298
33.13,1.93,39.96228
33.14,1.93,39.98158
33.15,1.93,40.00088
33.15,1.931,40.00088
33.16,1.932,40.0202
33.17,1.933,40.03953
33.18,1.934,40.05887
33.19,1.935,40.07822
33.2,1.936,40.09758
33.2,1.938,40.09758
33.21,1.939,40.11697
33.22,1.94,40.13637
33.23,1.94,40.15577
33.24,1.941,40.17518
33.25,1.942,40.1946
33.25,1.943,40.1946
33.26,1.944,40.21404
33.27,1.945,40.23349
33.28,1.945,40.25294
33.29,1.946,40.2724
33.3,1.947,40.29187
33.3,1.948,40.29187
33.31,1.948,40.31135
33.32,1.949,40.33084
33.33,1.95,40.35034
33.34,1.951,40.36985
33.34,1.951,40.36985
33.35,1.952,40.38937
33.36,1.953,40.4089
33.37,1.955,40.42845
33.38,1.956,40.44801
33.39,1.957,40.46758
33.4,1.958,40.48716
33.4,1.958,40.48716
33.41,1.959,40.50675
33.42,1.96,40.52635
33.43,1.96,40.54595
33.44,1.961,40.56556
33.45,1.961,40.58517
33.45,1.961,40.58517
33.46,1.962,40.60479
33.47,1.962,40.62441
33.48,1.963,40.64404
33.49,1.963,40.66367
33.49,1.963,40.66367
33.5,1.964,40.68331
33.51,1.965,40.70296
33.52,1.966,40.72262
33.53,1.967,40.74229
33.54,1.969,40.76198
33.54,1.971,40.76198
33.55,1.973,40.78171
33.56,1.973,40.80144
33.57,1.974,40.82118
33.58,1.976,40.84094
33.59,1.976,40.8607
33.59,1.978,40.8607
33.6,1.98,40.8805
33.61,1.981,40.90031
33.62,1.983,40.92014
33.63,1.984,40.93998
33.64,1.986,40.95984
33.65,1.987,40.97971
33.65,1.988,40.97971
33.66,1.988,40.99959
33.67,1.989,41.01948
33.68,1.99,41.03938
33.69,1.992,41.0593
33.69,1.993,41.0593
33.7,1.996,41.07926
33.71,1.997,41.09923
33.72,1.999,41.11922
33.73,2,41.13922
33.73,2.001,41.13922
33.74,2.001,41.15923
33.75,2.002,41.17925
33.76,2.002,41.19927
33.77,2.003,41.2193
33.78,2.003,41.23933
33.78,2.004,41.23933
33.79,2.005,41.25938
33.8,2.006,41.27944
33.81,2.008,41.29952
33.82,2.009,41.31961
33.83,2.01,41.33971
33.83,2.011,41.33971
33.84,2.012,41.35983
33.85,2.012,41.37995
33.86,2.013,41.40008
33.87,2.014,41.42022
33.88,2.016,41.44038
33.88,2.018,41.44038
33.89,2.019,41.46057
33.9,2.021,41.48078
33.91,2.022,41.501
33.92,2.023,41.52123
33.93,2.024,41.54147
33.93,2.025,41.54147
33.94,2.026,41.56173
33.95,2.026,41.58199
33.96,2.027,41.60226
33.97,2.029,41.62255
33.98,2.03,41.64285
33.99,2.032,41.66317
33.99,2.034,41.66317
34,2.036,41.68353
34.01,2.038,41.70391
34.02,2.04,41.72431
34.03,2.041,41.74472
34.03,2.042,41.74472
34.04,2.042,41.76514
34.05,2.042,41.78556
34.06,2.042,41.80598
34.07,2.043,41.82641
34.08,2.043,41.84684
34.08,2.043,41.84684
34.09,2.043,41.86727
34.1,2.045,41.88772
34.11,2.046,41.90818
34.12,2.047,41.92865
34.13,2.048,41.94913
34.13,2.049,41.94913
34.14,2.049,41.96962
34.15,2.05,41.99012
34.16,2.051,42.01063
34.17,2.053,42.03116
34.17,2.055,42.03116
34.18,2.057,42.05173
34.19,2.06,42.07233
34.2,2.063,42.09296
34.21,2.064,42.1136
34.22,2.065,42.13425
34.22,2.066,42.13425
34.23,2.066,42.15491
34.24,2.066,42.17557
34.25,2.066,42.19623
34.26,2.067,42.2169
34.27,2.067,42.23757
34.27,2.068,42.23757
34.28,2.069,42.25826
34.29,2.07,42.27896
34.3,2.072,42.29968
34.31,2.073,42.32041
34.32,2.074,42.34115
34.32,2.076,42.34115
34.33,2.077,42.36192
34.34,2.078,42.3827
34.35,2.079,42.40349
34.36,2.08,42.42429
34.37,2.081,42.4451
34.37,2.081,42.4451
34.38,2.081,42.46591
34.39,2.082,42.48673
34.4,2.083,42.50756
34.41,2.084,42.5284
34.42,2.086,42.54926
34.42,2.088,42.54926
34.43,2.089,42.57015
34.44,2.091,42.59106
34.45,2.092,42.61198
34.46,2.093,42.63291
34.46,2.094,42.63291
34.47,2.095,42.65386
34.48,2.096,42.67482
34.49,2.097,42.69579
34.5,2.097,42.71676
34.51,2.098,42.73774
34.51,2.098,42.73774
34.52,2.099,42.75873
34.53,2.1,42.77973
34.54,2.102,42.80075
34.55,2.104,42.82179
34.56,2.106,42.84285
34.56,2.107,42.84285
34.57,2.107,42.86392
34.58,2.108,42.885
34.59,2.108,42.90608
34.6,2.109,42.92717
34.61,2.109,42.94826
34.61,2.109,42.94826
34.62,2.109,42.96935
34.63,2.11,42.99045
34.64,2.111,43.01156
34.65,2.112,43.03268
34.66,2.113,43.05381
34.66,2.115,43.05381
34.67,2.116,43.07497
34.68,2.117,43.09614
34.69,2.118,43.11732
34.7,2.119,43.13851
34.71,2.119,43.1597
34.71,2.119,43.1597
34.72,2.119,43.18089
34.73,2.12,43.20209
34.74,2.12,43.22329
34.75,2.121,43.2445
34.75,2.123,43.2445
34.76,2.125,43.26575
34.77,2.127,43.28702
34.78,2.13,43.30832
34.79,2.132,43.32964
34.8,2.133,43.35097
34.8,2.134,43.35097
34.81,2.135,43.37232
34.82,2.135,43.39367
34.83,2.136,43.41503
34.84,2.136,43.43639
34.85,2.136,43.45775
34.85,2.136,43.45775
34.86,2.136,43.47911
34.87,2.136,43.50047
34.88,2.136,43.52183
34.89,2.136,43.54319
34.9,2.137,43.56456
34.9,2.137,43.56456
34.91,2.138,43.58594
34.92,2.138,43.60732
34.93,2.139,43.62871
34.94,2.139,43.6501
34.95,2.14,43.6715
34.95,2.141,43.6715
34.96,2.143,43.69293
34.97,2.144,43.71437
34.98,2.146,43.73583
34.99,2.147,43.7573
34.99,2.149,43.7573
35,2.15,43.7788
35.01,2.151,43.80031
35.02,2.152,43.82183
35.03,2.152,43.84335
35.04,2.153,43.86488
35.04,2.153,43.86488
35.05,2.154,43.88642
35.06,2.154,43.90796
35.07,2.155,43.92951
35.08,2.156,43.95107
35.09,2.156,43.97263
35.09,2.156,43.97263
35.1,2.157,43.9942
35.11,2.158,44.01578
35.12,2.159,44.03737
35.13,2.16,44.05897
35.14,2.161,44.08058
35.14,2.162,44.08058
35.15,2.163,44.10221
35.16,2.164,44.12385
35.17,2.164,44.14549
35.18,2.165,44.16714
35.19,2.165,44.18879
35.19,2.166,44.18879
35.2,2.166,44.21045
35.21,2.167,44.23212
35.22,2.167,44.25379
35.23,2.168,44.27547
35.23,2.168,44.27547
35.24,2.169,44.29716
35.25,2.17,44.31886
35.26,2.17,44.34056
35.27,2.17,44.36226
35.28,2.17,44.38396
35.28,2.17,44.38396
35.29,2.17,44.40566
35.3,2.171,44.42737
35.31,2.171,44.44908
35.32,2.172,44.4708
35.33,2.173,44.49253
35.33,2.173,44.49253
35.34,2.174,44.51427
35.35,2.174,44.53601
35.36,2.174,44.55775
35.37,2.175,44.5795
35.38,2.175,44.60125
35.39,2.175,44.623
35.39,2.175,44.623
35.4,2.174,44.64474
35.41,2.175,44.66649
35.42,2.176,44.68825
35.43,2.177,44.71002
35.44,2.178,44.7318
35.44,2.179,44.7318
35.45,2.18,44.7536
35.46,2.181,44.77541
35.47,2.182,44.79723
35.48,2.182,44.81905
35.48,2.182,44.81905
35.49,2.182,44.84087
35.5,2.183,44.8627
35.51,2.183,44.88453
35.52,2.184,44.90637
35.53,2.184,44.92821
35.54,2.184,44.95005
35.54,2.184,44.95005
35.55,2.185,44.9719
35.56,2.185,44.99375
35.57,2.185,45.0156
35.58,2.186,45.03746
35.58,2.187,45.03746
35.59,2.187,45.05933
35.6,2.188,45.08121
35.61,2.189,45.1031
35.62,2.19,45.125
35.63,2.19,45.1469
35.63,2.189,45.1469
35.64,2.19,45.1688
35.65,2.189,45.19069
35.66,2.189,45.21258
35.67,2.189,45.23447
35.68,2.19,45.25637
35.68,2.191,45.25637
35.69,2.192,45.27829
35.7,2.194,45.30023
35.71,2.195,45.32218
35.72,2.196,45.34414
35.72,2.196,45.34414
35.73,2.197,45.36611
35.74,2.197,45.38808
35.75,2.198,45.41006
35.76,2.198,45.43204
35.77,2.198,45.45402
35.78,2.198,45.476
35.78,2.199,45.476
35.79,2.199,45.49799
35.8,2.199,45.51998
35.81,2.199,45.54197
35.82,2.199,45.56396
35.82,2.199,45.56396
35.83,2.199,45.58595
35.84,2.2,45.60795
35.85,2.2,45.62995
35.86,2.2,45.65195
35.87,2.201,45.67396
35.87,2.201,45.67396
35.88,2.202,45.69598
35.89,2.202,45.718
35.9,2.203,45.74003
35.91,2.203,45.76206
35.92,2.203,45.78409
35.93,2.203,45.80612
35.93,2.203,45.80612
35.94,2.203,45.82815
35.95,2.202,45.85017
35.96,2.202,45.87219
35.97,2.202,45.89421
35.98,2.202,45.91623
35.98,2.203,45.91623
35.99,2.203,45.93826
36,2.204,45.9603
36.01,2.204,45.98234
36.02,2.205,46.00439
36.03,2.205,46.02644
36.03,2.205,46.02644
36.04,2.206,46.0485
36.05,2.206,46.07056
36.06,2.206,46.09262
36.07,2.206,46.11468
36.08,2.206,46.13674
36.08,2.205,46.13674
36.09,2.205,46.15879
36.1,2.205,46.18084
36.11,2.206,46.2029
36.12,2.206,46.22496
36.13,2.206,46.24702
36.13,2.206,46.24702
36.14,2.206,46.26908
36.15,2.206,46.29114
36.16,2.206,46.3132
36.17,2.206,46.33526
36.18,2.206,46.35732
36.18,2.206,46.35732
36.19,2.206,46.37938
36.2,2.205,46.40143
36.21,2.205,46.42348
36.22,2.205,46.44553
36.22,2.205,46.44553
36.23,2.204,46.46757
36.24,2.204,46.48961
36.25,2.204,46.51165
36.26,2.204,46.53369
36.27,2.204,46.55573
36.27,2.204,46.55573
36.28,2.204,46.57777
36.29,2.204,46.59981
36.3,2.204,46.62185
36.31,2.204,46.64389
36.32,2.204,46.66593
36.33,2.203,46.68796
36.33,2.203,46.68796
36.34,2.203,46.70999
36.35,2.204,46.73203
36.36,2.204,46.75407
36.37,2.204,46.77611
36.38,2.204,46.79815
36.38,2.204,46.79815
36.39,2.204,46.82019
36.4,2.204,46.84223
36.41,2.205,46.86428
36.42,2.205,46.88633
36.43,2.206,46.90839
36.43,2.206,46.90839
36.44,2.207,46.93046
36.45,2.207,46.95253
36.46,2.207,46.9746
36.47,2.207,46.99667
